MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/02/2022;2022;FEMININO;2) 12-17;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;FEMININO;6) 35-64;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;MASCULINO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;NAO INFORMADO;1) 00-11;1
OROCO;SERTÃO;ESTUPRO;18/02/2022;2022;FEMININO;7) 65 OU MAIS;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;18/02/2022;2022;FEMININO;5) 30-34;1
PETROLINA;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/02/2022;2022;FEMININO;5) 30-34;1
RECIFE;RECIFE;ESTUPRO;18/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;18/02/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO;19/02/2022;2022;FEMININO;2) 12-17;1
ITAMARACA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/02/2022;2022;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;19/02/2022;2022;FEMININO;3) 18-24;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;20/02/2022;2022;FEMININO;6) 35-64;2
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;20/02/2022;2022;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/02/2022;2022;FEMININO;2) 12-17;1
JATAUBA;AGRESTE;ESTUPRO;20/02/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;20/02/2022;2022;FEMININO;6) 35-64;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;20/02/2022;2022;FEMININO;6) 35-64;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;20/02/2022;2022;FEMININO;2) 12-17;1
SALGUEIRO;SERTÃO;ESTUPRO DE VULNERÁVEL;20/02/2022;2022;FEMININO;1) 00-11;1
SANTA FILOMENA;SERTÃO;ESTUPRO;20/02/2022;2022;FEMININO;3) 18-24;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;20/02/2022;2022;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;21/02/2022;2022;FEMININO;3) 18-24;2
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;21/02/2022;2022;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;21/02/2022;2022;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;21/02/2022;2022;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO;22/02/2022;2022;FEMININO;6) 35-64;1
CARNAUBEIRA DA PENHA;SERTÃO;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;1) 00-11;1
FERREIROS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/02/2022;2022;FEMININO;2) 12-17;1
SAO JOSE DA COROA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;2) 12-17;3
SAO JOSE DA COROA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;FEMININO;3) 18-24;1
SAO JOSE DA COROA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/02/2022;2022;NAO INFORMADO;(vazio);1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;23/02/2022;2022;FEMININO;2) 12-17;1
BELEM DO SAO FRANCISCO;SERTÃO;ESTUPRO DE VULNERÁVEL;24/02/2022;2022;FEMININO;3) 18-24;1
TACARATU;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/02/2022;2022;FEMININO;6) 35-64;1
ARARIPINA;SERTÃO;ESTUPRO;25/02/2022;2022;FEMININO;1) 00-11;1
IATI;AGRESTE;ESTUPRO DE VULNERÁVEL;25/02/2022;2022;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;25/02/2022;2022;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO;25/02/2022;2022;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO;25/02/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;25/02/2022;2022;FEMININO;4) 25-29;1
RIACHO DAS ALMAS;AGRESTE;ESTUPRO DE VULNERÁVEL;25/02/2022;2022;FEMININO;2) 12-17;1
ALTINHO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/02/2022;2022;FEMININO;2) 12-17;1
FLORES;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/02/2022;2022;FEMININO;5) 30-34;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;26/02/2022;2022;FEMININO;4) 25-29;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/02/2022;2022;FEMININO;4) 25-29;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;26/02/2022;2022;FEMININO;6) 35-64;1
PETROLINA;SERTÃO;ESTUPRO;26/02/2022;2022;FEMININO;3) 18-24;1
SALGUEIRO;SERTÃO;ESTUPRO DE VULNERÁVEL;26/02/2022;2022;FEMININO;1) 00-11;1
ALTINHO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2022;2022;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;27/02/2022;2022;FEMININO;4) 25-29;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;27/02/2022;2022;FEMININO;6) 35-64;1
CONDADO;ZONA DA MATA;ESTUPRO;27/02/2022;2022;FEMININO;3) 18-24;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/02/2022;2022;FEMININO;1) 00-11;1
ITAQUITINGA;ZONA DA MATA;ESTUPRO;27/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2022;2022;FEMININO;1) 00-11;1
OROBO;AGRESTE;ESTUPRO DE VULNERÁVEL;27/02/2022;2022;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;27/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;27/02/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2022;2022;FEMININO;1) 00-11;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2022;2022;FEMININO;5) 30-34;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2022;2022;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;28/02/2022;2022;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/02/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/02/2022;2022;FEMININO;3) 18-24;1
PETROLINA;SERTÃO;ESTUPRO;28/02/2022;2022;FEMININO;3) 18-24;1
PETROLINA;SERTÃO;ESTUPRO;28/02/2022;2022;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO;28/02/2022;2022;FEMININO;7) 65 OU MAIS;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;28/02/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;28/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/02/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/02/2022;2022;FEMININO;3) 18-24;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO;28/02/2022;2022;FEMININO;3) 18-24;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO;01/03/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO;01/03/2022;2022;FEMININO;2) 12-17;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
CACHOEIRINHA;AGRESTE;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
CAETES;AGRESTE;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;01/03/2022;2022;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;4) 25-29;3
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;5) 30-34;2
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;01/03/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;01/03/2022;2022;MASCULINO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/03/2022;2022;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;02/03/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;02/03/2022;2022;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;02/03/2022;2022;FEMININO;4) 25-29;1
IGUARACI;SERTÃO;ESTUPRO;03/03/2022;2022;FEMININO;6) 35-64;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;03/03/2022;2022;FEMININO;2) 12-17;1
LAGOA GRANDE;SERTÃO;ESTUPRO;03/03/2022;2022;FEMININO;4) 25-29;1
LAJEDO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/03/2022;2022;FEMININO;2) 12-17;1
PARNAMIRIM;SERTÃO;ESTUPRO DE VULNERÁVEL;03/03/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO;03/03/2022;2022;FEMININO;5) 30-34;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/03/2022;2022;FEMININO;1) 00-11;5
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/03/2022;2022;FEMININO;2) 12-17;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;04/03/2022;2022;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;04/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/03/2022;2022;FEMININO;4) 25-29;1
ARARIPINA;SERTÃO;ESTUPRO;05/03/2022;2022;FEMININO;2) 12-17;1
BREJO DA MADRE DE DEUS;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2022;2022;FEMININO;2) 12-17;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/03/2022;2022;FEMININO;1) 00-11;1
OURICURI;SERTÃO;ESTUPRO DE VULNERÁVEL;05/03/2022;2022;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/03/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO;05/03/2022;2022;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO;05/03/2022;2022;FEMININO;6) 35-64;1
TAQUARITINGA DO NORTE;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2022;2022;FEMININO;2) 12-17;1
AGUAS BELAS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;06/03/2022;2022;FEMININO;2) 12-17;1
CABROBO;SERTÃO;ESTUPRO DE VULNERÁVEL;06/03/2022;2022;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;06/03/2022;2022;NAO INFORMADO;(vazio);1
ESCADA;ZONA DA MATA;ESTUPRO;06/03/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/03/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;07/03/2022;2022;FEMININO;2) 12-17;2
CUPIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;07/03/2022;2022;FEMININO;2) 12-17;1
IGUARACI;SERTÃO;ESTUPRO;07/03/2022;2022;FEMININO;3) 18-24;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;07/03/2022;2022;FEMININO;3) 18-24;1
JUREMA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/03/2022;2022;FEMININO;1) 00-11;1
PALMEIRINA;AGRESTE;ESTUPRO;07/03/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/03/2022;2022;DESCONHECIDO;(vazio);1
SAIRE;AGRESTE;ESTUPRO DE VULNERÁVEL;07/03/2022;2022;FEMININO;1) 00-11;1
SAO JOSE DO EGITO;SERTÃO;ESTUPRO DE VULNERÁVEL;07/03/2022;2022;FEMININO;2) 12-17;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;07/03/2022;2022;FEMININO;2) 12-17;1
TRACUNHAEM;ZONA DA MATA;ESTUPRO;07/03/2022;2022;FEMININO;2) 12-17;1
ARCOVERDE;SERTÃO;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;FEMININO;2) 12-17;1
ARCOVERDE;SERTÃO;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;MASCULINO;(vazio);1
BODOCO;SERTÃO;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;FEMININO;2) 12-17;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;FEMININO;2) 12-17;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/03/2022;2022;FEMININO;2) 12-17;1
PANELAS;AGRESTE;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;FEMININO;6) 35-64;1
PESQUEIRA;AGRESTE;ESTUPRO;08/03/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/03/2022;2022;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;08/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/03/2022;2022;FEMININO;7) 65 OU MAIS;1
TRACUNHAEM;ZONA DA MATA;ESTUPRO;08/03/2022;2022;FEMININO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO;09/03/2022;2022;FEMININO;3) 18-24;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/03/2022;2022;MASCULINO;1) 00-11;1
OROBO;AGRESTE;ESTUPRO;09/03/2022;2022;FEMININO;2) 12-17;1
PEDRA;AGRESTE;ESTUPRO DE VULNERÁVEL;09/03/2022;2022;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;09/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/03/2022;2022;FEMININO;4) 25-29;1
SERRA TALHADA;SERTÃO;ESTUPRO;09/03/2022;2022;FEMININO;2) 12-17;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/03/2022;2022;FEMININO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/03/2022;2022;FEMININO;1) 00-11;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/03/2022;2022;FEMININO;1) 00-11;1
OURICURI;SERTÃO;ESTUPRO DE VULNERÁVEL;10/03/2022;2022;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/03/2022;2022;FEMININO;1) 00-11;4
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/03/2022;2022;MASCULINO;1) 00-11;1
SERTANIA;SERTÃO;ESTUPRO;10/03/2022;2022;FEMININO;2) 12-17;1
CAMUTANGA;ZONA DA MATA;ESTUPRO;11/03/2022;2022;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/03/2022;2022;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/03/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/03/2022;2022;FEMININO;2) 12-17;1
SAO CAETANO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/03/2022;2022;FEMININO;2) 12-17;1
SAO JOSE DO BELMONTE;SERTÃO;ESTUPRO DE VULNERÁVEL;11/03/2022;2022;FEMININO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;12/03/2022;2022;MASCULINO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;12/03/2022;2022;FEMININO;4) 25-29;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;12/03/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;12/03/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO;13/03/2022;2022;FEMININO;6) 35-64;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;13/03/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;13/03/2022;2022;MASCULINO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/03/2022;2022;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/03/2022;2022;FEMININO;1) 00-11;1
JUREMA;AGRESTE;ESTUPRO DE VULNERÁVEL;14/03/2022;2022;FEMININO;2) 12-17;1
MIRANDIBA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/03/2022;2022;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/03/2022;2022;FEMININO;1) 00-11;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO DE VULNERÁVEL;14/03/2022;2022;FEMININO;2) 12-17;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/03/2022;2022;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO;15/03/2022;2022;FEMININO;2) 12-17;1
IPUBI;SERTÃO;ESTUPRO DE VULNERÁVEL;15/03/2022;2022;FEMININO;2) 12-17;1
IPUBI;SERTÃO;ESTUPRO DE VULNERÁVEL;15/03/2022;2022;FEMININO;(vazio);1
LAGOA GRANDE;SERTÃO;ESTUPRO DE VULNERÁVEL;15/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;15/03/2022;2022;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/03/2022;2022;FEMININO;5) 30-34;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/03/2022;2022;FEMININO;7) 65 OU MAIS;1
SAO JOSE DO EGITO;SERTÃO;ESTUPRO DE VULNERÁVEL;15/03/2022;2022;FEMININO;2) 12-17;1
VICENCIA;ZONA DA MATA;ESTUPRO;15/03/2022;2022;FEMININO;3) 18-24;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;2) 12-17;1
JATAUBA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/03/2022;2022;FEMININO;2) 12-17;1
PESQUEIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/03/2022;2022;FEMININO;6) 35-64;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;MASCULINO;2) 12-17;1
SAO JOAO;AGRESTE;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;2) 12-17;1
SIRINHAEM;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/03/2022;2022;FEMININO;(vazio);1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;16/03/2022;2022;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO;17/03/2022;2022;FEMININO;(vazio);1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;17/03/2022;2022;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;17/03/2022;2022;FEMININO;3) 18-24;1
PETROLINA;SERTÃO;ESTUPRO;17/03/2022;2022;DESCONHECIDO;4) 25-29;1
BODOCO;SERTÃO;ESTUPRO;18/03/2022;2022;FEMININO;4) 25-29;1
BOM JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;18/03/2022;2022;FEMININO;2) 12-17;1
BONITO;AGRESTE;ESTUPRO DE VULNERÁVEL;18/03/2022;2022;FEMININO;1) 00-11;1
BREJO DA MADRE DE DEUS;AGRESTE;ESTUPRO DE VULNERÁVEL;18/03/2022;2022;FEMININO;2) 12-17;1
CALCADO;AGRESTE;ESTUPRO DE VULNERÁVEL;18/03/2022;2022;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/03/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;18/03/2022;2022;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/03/2022;2022;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/03/2022;2022;FEMININO;6) 35-64;1
SAO JOAO;AGRESTE;ESTUPRO;18/03/2022;2022;MASCULINO;2) 12-17;1
